LEAID,district_name,total_students,num_chronically_absent_students,chronic_absentee_ratio,STATE_NAME,Am_Indian_Female,Am_Indian_Male,Am_Indian_Total,Asian_Female,Asian_Male,Asian_Total,Black_Female,Black_Male,Black_Total,Sec504_Female,Sec504_Male,Sec504_Total,Econ_Disadv_Female,Econ_Disadv_Male,Econ_Disadv_Total,Hispanic_Female,Hispanic_Male,Hispanic_Total,Homeless_Female,Homeless_Male,Homeless_Total,Eng_Learner_Female,Eng_Learner_Male,Eng_Learner_Total,Multiracial_Female,Multiracial_Male,Multiracial_Total,PI7_F,PI7_M,PI7_T,Disabilities_Female,Disabilities_Male,Disabilities_Total,White_Female,White_Male,White_Total,student_poverty_ratio,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditures,total_salaries,total_employee_benefits
602035,Pacific Springs Charter District,514,5,0.01,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.29579067121729236,413000,2896000,2303000,4689000,1844000,742000
691035,Santa Clara County Office of Education,1373,1003,0.731,CA,2.0,3.0,5.0,49.0,98.0,147.0,14.0,23.0,37.0,6.0,14.0,20.0,309.0,415.0,724.0,309.0,397.0,706.0,35.0,23.0,58.0,109.0,185.0,294.0,4.0,12.0,16.0,1.0,4.0,5.0,200.0,375.0,575.0,28.0,57.0,85.0,0.29579067121729236,64740000,62435000,246759000,335137000,44843000,54235000
600036,Natomas Unified,14531,4330,0.298,CA,10.0,16.0,26.0,261.0,324.0,585.0,546.0,582.0,1128.0,43.0,46.0,89.0,1548.0,1679.0,3227.0,750.0,837.0,1587.0,113.0,130.0,243.0,298.0,370.0,668.0,252.0,249.0,501.0,46.0,53.0,99.0,280.0,535.0,815.0,189.0,207.0,396.0,0.11177659113869245,23148000,149566000,74419000,285753000,74792000,44900000
691036,Santa Cruz County Office of Education,1069,263,0.24600000000000002,CA,2.0,0.0,2.0,2.0,3.0,5.0,1.0,0.0,1.0,5.0,4.0,9.0,75.0,97.0,172.0,61.0,74.0,135.0,3.0,5.0,8.0,29.0,32.0,61.0,5.0,6.0,11.0,1.0,0.0,1.0,28.0,67.0,95.0,41.0,66.0,107.0,0.11177659113869245,6665000,35154000,24877000,62932000,10349000,15413000
600037,Ferndale Unified,469,107,0.228,CA,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,43.0,36.0,79.0,19.0,12.0,31.0,2.0,0.0,2.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,29.0,36.0,32.0,68.0,0.11004784688995216,1074000,4838000,2652000,7136000,2683000,1840000
602037,Invictus Academy of Richmond District,330,165,0.5,CA,1.0,0.0,1.0,0.0,1.0,1.0,14.0,14.0,28.0,4.0,5.0,9.0,61.0,81.0,142.0,55.0,63.0,118.0,1.0,2.0,3.0,19.0,25.0,44.0,1.0,3.0,4.0,0.0,2.0,2.0,13.0,19.0,32.0,3.0,7.0,10.0,0.11004784688995216,444000,2119000,1004000,3393000,906000,360000
691037,Shasta County Office of Education,163,77,0.47200000000000003,CA,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,33.0,27.0,60.0,5.0,6.0,11.0,6.0,2.0,8.0,1.0,1.0,2.0,6.0,3.0,9.0,0.0,1.0,1.0,6.0,16.0,22.0,23.0,25.0,48.0,0.11004784688995216,22630000,46312000,18966000,76658000,4141000,7503000
600038,Mattole Unified,34,12,0.353,CA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,7.0,0.27692307692307694,36000,697000,886000,1167000,424000,287000
602038,Luis Valdez Leadership Academy District,270,65,0.24100000000000002,CA,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,32.0,56.0,31.0,32.0,63.0,1.0,6.0,7.0,11.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,13.0,0.0,0.0,0.0,0.27692307692307694,350000,2858000,1081000,4620000,1598000,747000
691038,Siskiyou County Office of Education,67,41,0.612,CA,3.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,12.0,20.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,16.0,24.0,40.0,7.0,11.0,18.0,0.27692307692307694,5413000,14731000,6677000,21227000,2567000,3633000
600039,Delhi Unified,2392,516,0.21600000000000003,CA,0.0,0.0,0.0,4.0,7.0,11.0,1.0,1.0,2.0,6.0,1.0,7.0,213.0,227.0,440.0,223.0,243.0,466.0,24.0,8.0,32.0,84.0,122.0,206.0,0.0,2.0,2.0,0.0,2.0,2.0,27.0,51.0,78.0,17.0,16.0,33.0,0.1856124872751951,6705000,36029000,4537000,40918000,13879000,9307000
602039,Golden Eagle Charter District,431,41,0.095,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,21.0,15.0,36.0,6.0,3.0,9.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,15.0,30.0,0.1856124872751951,998000,5838000,310000,6734000,2787000,1296000
600040,Riverdale Joint Unified,1469,242,0.165,CA,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,101.0,125.0,226.0,100.0,105.0,205.0,7.0,15.0,22.0,44.0,54.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,35.0,8.0,19.0,27.0,0.15355329949238578,4826000,18285000,7197000,27117000,8392000,6118000
602040,NOVA Academy - Coachella District,231,79,0.342,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,43.0,30.0,73.0,45.0,32.0,77.0,1.0,1.0,2.0,9.0,10.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,14.0,1.0,0.0,1.0,0.15355329949238578,202000,3334000,477000,3812000,1107000,541000
605040,Biggs Unified,532,158,0.297,CA,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,60.0,53.0,113.0,32.0,30.0,62.0,12.0,7.0,19.0,4.0,7.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,20.0,29.0,38.0,49.0,87.0,0.15355329949238578,1151000,5032000,3824000,8821000,2762000,2057000
611040,Denair Unified,1300,365,0.281,CA,2.0,7.0,9.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0,134.0,259.0,94.0,104.0,198.0,14.0,10.0,24.0,45.0,34.0,79.0,7.0,6.0,13.0,0.0,0.0,0.0,18.0,26.0,44.0,65.0,75.0,140.0,0.15355329949238578,2591000,9095000,10061000,20093000,6788000,3974000
617040,Hermosa Beach City Elementary,1277,176,0.138,CA,0.0,0.0,0.0,3.0,4.0,7.0,2.0,0.0,2.0,0.0,4.0,4.0,13.0,9.0,22.0,18.0,10.0,28.0,0.0,1.0,1.0,3.0,4.0,7.0,16.0,24.0,40.0,1.0,0.0,1.0,9.0,12.0,21.0,51.0,47.0,98.0,0.15355329949238578,761000,8403000,11436000,38308000,6433000,3472000
620040,Knightsen Elementary,577,160,0.27699999999999997,CA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,3.0,6.0,24.0,30.0,54.0,30.0,41.0,71.0,0.0,1.0,1.0,12.0,8.0,20.0,8.0,8.0,16.0,1.0,0.0,1.0,6.0,17.0,23.0,27.0,40.0,67.0,0.15355329949238578,720000,3617000,3545000,7429000,2822000,1640000
623040,Lucerne Elementary,299,139,0.465,CA,6.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,56.0,64.0,120.0,21.0,24.0,45.0,7.0,6.0,13.0,8.0,7.0,15.0,9.0,5.0,14.0,0.0,0.0,0.0,5.0,21.0,26.0,28.0,41.0,69.0,0.15355329949238578,766000,3400000,1149000,5792000,1275000,1155000
626040,Mt. Shasta Union Elementary,464,156,0.336,CA,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,4.0,50.0,39.0,89.0,12.0,9.0,21.0,3.0,6.0,9.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,9.0,10.0,19.0,67.0,54.0,121.0,0.15355329949238578,814000,3473000,2966000,6824000,2711000,1670000
627040,Mountain Union Elementary,82,59,0.72,CA,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,54.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,5.0,6.0,11.0,17.0,12.0,29.0,0.15355329949238578,378000,676000,818000,2186000,523000,350000
632040,Redding Elementary,2856,693,0.243,CA,15.0,28.0,43.0,7.0,6.0,13.0,8.0,18.0,26.0,3.0,10.0,13.0,287.0,288.0,575.0,68.0,82.0,150.0,33.0,34.0,67.0,9.0,15.0,24.0,35.0,28.0,63.0,1.0,0.0,1.0,52.0,101.0,153.0,204.0,192.0,396.0,0.15355329949238578,7090000,28333000,15731000,54890000,17033000,11068000
635040,San Pasqual Union Elementary,486,33,0.068,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,9.0,17.0,7.0,7.0,14.0,1.0,3.0,4.0,5.0,3.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,12.0,4.0,16.0,0.15355329949238578,1294000,4058000,2909000,7437000,2739000,1572000
638040,Stone Corral Elementary,116,44,0.379,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,20.0,43.0,22.0,20.0,42.0,0.0,0.0,0.0,13.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,2.0,0.15355329949238578,412000,2003000,404000,2370000,536000,511000
641040,Victor Elementary,12415,5250,0.423,CA,9.0,13.0,22.0,16.0,14.0,30.0,606.0,640.0,1246.0,18.0,26.0,44.0,2344.0,2424.0,4768.0,1616.0,1690.0,3306.0,78.0,91.0,169.0,359.0,347.0,706.0,88.0,101.0,189.0,26.0,19.0,45.0,242.0,540.0,782.0,205.0,207.0,412.0,0.15355329949238578,28023000,177901000,26145000,189946000,62101000,54849000
691040,Sonoma County Office of Education,293,214,0.73,CA,1.0,3.0,4.0,4.0,6.0,10.0,1.0,4.0,5.0,2.0,2.0,4.0,38.0,90.0,128.0,42.0,81.0,123.0,0.0,3.0,3.0,13.0,29.0,42.0,2.0,8.0,10.0,1.0,1.0,2.0,44.0,113.0,157.0,16.0,43.0,59.0,0.15355329949238578,22467000,83104000,55953000,157693000,9344000,17573000
600042,Warner Unified,203,136,0.67,CA,5.0,4.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,52.0,54.0,106.0,16.0,14.0,30.0,1.0,1.0,2.0,12.0,11.0,23.0,40.0,47.0,87.0,0.0,0.0,0.0,11.0,19.0,30.0,2.0,5.0,7.0,0.09852216748768473,1086000,3644000,2290000,6014000,1785000,1167000
602042,Olive Grove Charter - Orcutt/Santa Maria District,152,40,0.263,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,15.0,8.0,23.0,15.0,10.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,8.0,13.0,0.09852216748768473,514000,2177000,515000,3163000,757000,396000
691042,Sutter County Office of Education,376,238,0.633,CA,1.0,0.0,1.0,9.0,17.0,26.0,1.0,7.0,8.0,0.0,0.0,0.0,70.0,136.0,206.0,38.0,68.0,106.0,5.0,8.0,13.0,14.0,31.0,45.0,4.0,4.0,8.0,0.0,0.0,0.0,48.0,129.0,177.0,21.0,66.0,87.0,0.09852216748768473,8038000,32123000,13600000,50366000,7756000,9188000
600043,Scotts Valley Unified,2166,415,0.192,CA,0.0,4.0,4.0,7.0,5.0,12.0,0.0,2.0,2.0,21.0,16.0,37.0,39.0,50.0,89.0,45.0,32.0,77.0,3.0,8.0,11.0,11.0,12.0,23.0,27.0,12.0,39.0,1.0,1.0,2.0,26.0,39.0,65.0,134.0,143.0,277.0,0.04868015083990401,2572000,11863000,22599000,29243000,8069000,7553000
602043,Ednovate - Legacy College Prep. District,373,33,0.08800000000000001,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,25.0,23.0,8.0,31.0,0.0,0.0,0.0,5.0,3.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,10.0,0.0,0.0,0.0,0.04868015083990401,770000,4141000,1391000,5935000,1325000,327000
691043,Tehama County Department of Education,123,33,0.268,CA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,19.0,30.0,4.0,7.0,11.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,6.0,18.0,24.0,5.0,12.0,17.0,0.04868015083990401,5368000,21115000,11924000,31570000,5300000,5289000
600044,Healdsburg Unified,1229,413,0.336,CA,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,24.0,18.0,42.0,155.0,126.0,281.0,160.0,122.0,282.0,5.0,7.0,12.0,38.0,35.0,73.0,3.0,2.0,5.0,0.0,0.0,0.0,42.0,43.0,85.0,66.0,53.0,119.0,0.06747843734145104,2290000,14920000,33642000,41647000,9462000,8527000
602044,Desert Trails Preparatory Academy District,527,136,0.258,CA,0.0,0.0,0.0,3.0,1.0,4.0,10.0,9.0,19.0,1.0,1.0,2.0,60.0,60.0,120.0,51.0,53.0,104.0,0.0,0.0,0.0,18.0,20.0,38.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,12.0,17.0,3.0,0.0,3.0,0.06747843734145104,349000,6517000,531000,6024000,2066000,948000
691044,Trinity County Office of Education,14,9,0.643,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,8.0,0.06747843734145104,2136000,6222000,2781000,10364000,383000,1360000
600045,Orland Joint Unified,2262,476,0.21,CA,5.0,9.0,14.0,7.0,6.0,13.0,0.0,1.0,1.0,16.0,10.0,26.0,197.0,226.0,423.0,125.0,152.0,277.0,14.0,17.0,31.0,39.0,64.0,103.0,1.0,1.0,2.0,0.0,1.0,1.0,23.0,61.0,84.0,82.0,86.0,168.0,0.14913823425958495,6118000,25653000,9946000,36030000,12130000,9615000
602045,STEM Preparatory Elementary District,325,147,0.452,CA,0.0,1.0,1.0,0.0,0.0,0.0,21.0,20.0,41.0,1.0,0.0,1.0,76.0,61.0,137.0,59.0,40.0,99.0,0.0,0.0,0.0,11.0,11.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,16.0,26.0,1.0,4.0,5.0,0.14913823425958495,973000,3250000,1283000,5262000,1951000,591000
691045,Tulare County Office of Education,1636,741,0.45299999999999996,CA,0.0,1.0,1.0,6.0,14.0,20.0,5.0,7.0,12.0,4.0,4.0,8.0,200.0,365.0,565.0,219.0,382.0,601.0,4.0,6.0,10.0,31.0,70.0,101.0,1.0,7.0,8.0,0.0,2.0,2.0,231.0,424.0,655.0,36.0,61.0,97.0,0.14913823425958495,79965000,161847000,50468000,283630000,39135000,57744000
600046,Gonzales Unified,2110,500,0.237,CA,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,199.0,256.0,455.0,211.0,276.0,487.0,39.0,62.0,101.0,106.0,144.0,250.0,1.0,1.0,2.0,0.0,0.0,0.0,28.0,76.0,104.0,1.0,6.0,7.0,0.11533303531515422,5085000,26315000,16407000,39073000,11927000,8566000
602046,Aspire Berkley Maynard Academy District,523,188,0.359,CA,0.0,0.0,0.0,2.0,0.0,2.0,62.0,65.0,127.0,0.0,2.0,2.0,74.0,70.0,144.0,20.0,14.0,34.0,0.0,0.0,0.0,13.0,17.0,30.0,11.0,11.0,22.0,0.0,0.0,0.0,12.0,13.0,25.0,1.0,2.0,3.0,0.11533303531515422,1220000,4875000,2366000,8288000,3536000,1462000
691046,Tuolumne County Superintendent of Schools,78,58,0.7440000000000001,CA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,30.0,44.0,4.0,9.0,13.0,3.0,3.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,7.0,34.0,41.0,8.0,32.0,40.0,0.11533303531515422,2652000,10000000,6361000,17572000,2736000,3982000
600047,Tracy Joint Unified,13889,3990,0.287,CA,10.0,11.0,21.0,211.0,241.0,452.0,167.0,150.0,317.0,56.0,44.0,100.0,1421.0,1419.0,2840.0,1163.0,1150.0,2313.0,166.0,180.0,346.0,472.0,574.0,1046.0,97.0,119.0,216.0,38.0,38.0,76.0,286.0,487.0,773.0,284.0,306.0,590.0,0.1183668865956127,20331000,141983000,67875000,208271000,70353000,45182000
602047,KIPP San Jose Collegiate District,516,43,0.083,CA,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,33.0,20.0,21.0,41.0,1.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.1183668865956127,701000,5025000,1959000,7233000,2001000,737000
691047,Ventura County Office of Education,601,463,0.77,CA,0.0,0.0,0.0,2.0,9.0,11.0,1.0,9.0,10.0,0.0,1.0,1.0,75.0,211.0,286.0,103.0,240.0,343.0,11.0,23.0,34.0,30.0,72.0,102.0,1.0,4.0,5.0,0.0,0.0,0.0,104.0,259.0,363.0,26.0,64.0,90.0,0.1183668865956127,37059000,137956000,87392000,239027000,21392000,21985000
600048,Paso Robles Joint Unified,6339,1862,0.294,CA,5.0,4.0,9.0,4.0,1.0,5.0,7.0,10.0,17.0,36.0,51.0,87.0,680.0,753.0,1433.0,571.0,629.0,1200.0,87.0,95.0,182.0,184.0,219.0,403.0,36.0,58.0,94.0,0.0,0.0,0.0,134.0,295.0,429.0,244.0,293.0,537.0,0.14918055750105055,11001000,33292000,54330000,103521000,33798000,24769000
602048,Grace Hopper STEM Academy District,70,13,0.18600000000000003,CA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,5.0,8.0,13.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14918055750105055,124000,1015000,486000,1623000,0,5000
691048,Yuba County Office of Education,459,268,0.584,CA,2.0,3.0,5.0,3.0,8.0,11.0,0.0,9.0,9.0,0.0,0.0,0.0,82.0,148.0,230.0,34.0,79.0,113.0,11.0,11.0,22.0,5.0,23.0,28.0,7.0,12.0,19.0,0.0,1.0,1.0,41.0,110.0,151.0,46.0,63.0,109.0,0.14918055750105055,7324000,21856000,15547000,42033000,5461000,5755000
600049,Coast Unified,488,115,0.23600000000000002,CA,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,38.0,44.0,82.0,31.0,43.0,74.0,11.0,7.0,18.0,16.0,25.0,41.0,1.0,2.0,3.0,0.0,0.0,0.0,14.0,14.0,28.0,18.0,17.0,35.0,0.1251840942562592,915000,2770000,13768000,16662000,4397000,3561000
602049,High Tech Elementary Mesa District,440,115,0.261,CA,0.0,0.0,0.0,7.0,8.0,15.0,1.0,3.0,4.0,1.0,3.0,4.0,18.0,35.0,53.0,13.0,27.0,40.0,0.0,0.0,0.0,4.0,6.0,10.0,5.0,8.0,13.0,0.0,0.0,0.0,5.0,20.0,25.0,18.0,25.0,43.0,0.1251840942562592,83000,3717000,546000,3850000,1546000,737000
691049,Yolo County Office of Education,204,149,0.73,CA,0.0,0.0,0.0,3.0,5.0,8.0,6.0,14.0,20.0,0.0,0.0,0.0,29.0,69.0,98.0,25.0,50.0,75.0,9.0,11.0,20.0,10.0,14.0,24.0,1.0,1.0,2.0,0.0,1.0,1.0,36.0,84.0,120.0,15.0,28.0,43.0,0.1251840942562592,12865000,25818000,17370000,47256000,4880000,4919000
600051,Gridley Unified,2035,458,0.225,CA,2.0,1.0,3.0,7.0,4.0,11.0,3.0,4.0,7.0,6.0,3.0,9.0,193.0,213.0,406.0,123.0,140.0,263.0,13.0,12.0,25.0,25.0,41.0,66.0,6.0,11.0,17.0,0.0,0.0,0.0,45.0,72.0,117.0,78.0,79.0,157.0,0.19742291762540268,3462000,23041000,7595000,32531000,11166000,7232000
602051,Samueli Academy District,803,151,0.188,CA,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,6.0,64.0,57.0,121.0,72.0,59.0,131.0,1.0,1.0,2.0,16.0,13.0,29.0,2.0,3.0,5.0,0.0,0.0,0.0,20.0,9.0,29.0,6.0,3.0,9.0,0.19742291762540268,824000,9952000,1871000,11586000,3461000,1381000
691051,Alameda County Office of Education,264,228,0.8640000000000001,CA,2.0,1.0,3.0,2.0,6.0,8.0,36.0,45.0,81.0,4.0,0.0,4.0,92.0,95.0,187.0,72.0,44.0,116.0,13.0,19.0,32.0,29.0,20.0,49.0,1.0,7.0,8.0,2.0,1.0,3.0,19.0,28.0,47.0,2.0,7.0,9.0,0.19742291762540268,8228000,21832000,50140000,52386000,4976000,8773000
600052,Eureka City Schools,3580,1256,0.35100000000000003,CA,40.0,35.0,75.0,30.0,31.0,61.0,13.0,26.0,39.0,24.0,22.0,46.0,500.0,540.0,1040.0,158.0,174.0,332.0,74.0,79.0,153.0,66.0,84.0,150.0,88.0,86.0,174.0,13.0,5.0,18.0,96.0,182.0,278.0,264.0,293.0,557.0,0.17575221238938052,14708000,33575000,24796000,73018000,16409000,15510000
602052,Animo Leadership High District,655,109,0.166,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,49.0,56.0,105.0,49.0,58.0,107.0,2.0,3.0,5.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,0.0,2.0,2.0,0.17575221238938052,1491000,10391000,897000,11880000,2293000,2567000
691052,Mono County Office of Education,200,263,1.0,CA,0.0,1.0,1.0,2.0,9.0,11.0,3.0,16.0,19.0,0.0,1.0,1.0,59.0,128.0,187.0,68.0,114.0,182.0,9.0,13.0,22.0,42.0,66.0,108.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,9.0,11.0,11.0,33.0,44.0,0.17575221238938052,1283000,6131000,4496000,11481000,1300000,2417000
600060,Hughson Unified,2153,517,0.24,CA,1.0,0.0,1.0,4.0,2.0,6.0,2.0,2.0,4.0,8.0,3.0,11.0,203.0,164.0,367.0,172.0,162.0,334.0,0.0,1.0,1.0,70.0,62.0,132.0,4.0,0.0,4.0,0.0,1.0,1.0,35.0,44.0,79.0,88.0,77.0,165.0,0.08016877637130802,4472000,19755000,12197000,34529000,11457000,7055000
602060,iLEAD Lancaster Charter District,741,400,0.54,CA,1.0,1.0,2.0,0.0,1.0,1.0,70.0,73.0,143.0,3.0,2.0,5.0,165.0,175.0,340.0,87.0,96.0,183.0,4.0,5.0,9.0,15.0,8.0,23.0,16.0,18.0,34.0,0.0,0.0,0.0,19.0,58.0,77.0,18.0,19.0,37.0,0.08016877637130802,732000,7253000,1688000,9580000,2991000,1104000
603060,Arcohe Union Elementary,491,118,0.24,CA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,24.0,39.0,63.0,24.0,27.0,51.0,1.0,1.0,2.0,4.0,7.0,11.0,9.0,10.0,19.0,0.0,0.0,0.0,9.0,18.0,27.0,19.0,28.0,47.0,0.08016877637130802,674000,3795000,1916000,6309000,2430000,1358000
606060,Brisbane Elementary,454,89,0.196,CA,0.0,0.0,0.0,14.0,10.0,24.0,1.0,0.0,1.0,2.0,1.0,3.0,20.0,16.0,36.0,17.0,14.0,31.0,0.0,0.0,0.0,8.0,7.0,15.0,7.0,2.0,9.0,0.0,0.0,0.0,7.0,9.0,16.0,13.0,11.0,24.0,0.08016877637130802,394000,1303000,11891000,20919000,3773000,2846000
618060,Huntington Beach Union High,14509,2927,0.20199999999999999,CA,10.0,4.0,14.0,154.0,149.0,303.0,26.0,10.0,36.0,145.0,77.0,222.0,983.0,866.0,1849.0,676.0,608.0,1284.0,173.0,139.0,312.0,230.0,202.0,432.0,98.0,79.0,177.0,5.0,10.0,15.0,246.0,318.0,564.0,582.0,497.0,1079.0,0.08016877637130802,27554000,108161000,165960000,274347000,78610000,66270000
621060,Lassen Union High,864,231,0.267,CA,0.0,5.0,5.0,1.0,2.0,3.0,2.0,3.0,5.0,9.0,8.0,17.0,64.0,77.0,141.0,24.0,36.0,60.0,9.0,10.0,19.0,5.0,7.0,12.0,10.0,10.0,20.0,5.0,2.0,7.0,10.0,21.0,31.0,62.0,67.0,129.0,0.08016877637130802,1056000,7244000,4689000,12573000,3904000,3006000
627060,Newark Unified,4946,696,0.141,CA,0.0,2.0,2.0,31.0,53.0,84.0,15.0,21.0,36.0,2.0,5.0,7.0,235.0,260.0,495.0,211.0,222.0,433.0,24.0,23.0,47.0,80.0,130.0,210.0,34.0,27.0,61.0,21.0,19.0,40.0,49.0,99.0,148.0,13.0,23.0,36.0,0.08016877637130802,11101000,36175000,51361000,98210000,28017000,16676000
639060,Terra Bella Union Elementary,741,176,0.23800000000000002,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,84.0,84.0,168.0,82.0,85.0,167.0,0.0,0.0,0.0,59.0,59.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,21.0,2.0,6.0,8.0,0.08016877637130802,2942000,11338000,1980000,13249000,4841000,3820000
642060,West Park Elementary,511,123,0.24100000000000002,CA,0.0,0.0,0.0,7.0,4.0,11.0,1.0,2.0,3.0,0.0,0.0,0.0,47.0,56.0,103.0,45.0,56.0,101.0,0.0,0.0,0.0,14.0,26.0,40.0,1.0,2.0,3.0,0.0,0.0,0.0,16.0,25.0,41.0,2.0,1.0,3.0,0.08016877637130802,1312000,8064000,790000,8599000,2489000,2082000
600061,Riverbank Unified,2969,922,0.311,CA,1.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,9.0,2.0,7.0,9.0,348.0,349.0,697.0,375.0,371.0,746.0,42.0,36.0,78.0,155.0,180.0,335.0,17.0,24.0,41.0,2.0,1.0,3.0,32.0,71.0,103.0,44.0,68.0,112.0,0.1373018247083458,7138000,37029000,8360000,49255000,16867000,10424000
